date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:41:43	35648/35648	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jan%202019%2016:47:29%20GMT	http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/index-fullscreen-video.html	(from )
07:41:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Sep%202019%2007:41:43%20GMT	http://mixdesign.club/robots.txt		(from )
07:41:44	3262/3262	---M--	200	added ('OK')	image/x-icon	date:Thu,%2024%20Jan%202019%2016:49:18%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/favicon.ico	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/favicon.ico	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:45	4677/4677	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:14%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-57x57.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-57x57.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:46	4979/4979	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:14%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-60x60.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-60x60.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:47	6398/6398	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:15%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-72x72.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:47	6896/6896	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:17%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-76x76.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-76x76.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:48	12563/12563	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:11%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-114x114.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:49	13403/13403	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:12%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-120x120.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-120x120.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:50	17771/17771	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:12%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-144x144.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-144x144.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:51	19278/19278	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:13%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-152x152.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-152x152.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:52	24733/24733	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:13%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/apple-touch-icon-180x180.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:52	1463/1463	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Jan%202019%2016:49:21%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/site.webmanifest	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/site.html	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:53	26931/26931	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jan%202019%2016:49:08%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/android-chrome-192x192.png	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/android-chrome-192x192.png	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:53	1564/1564	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Jan%202019%2016:49:20%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/safari-pinned-tab.svg	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/safari-pinned-tab.svg	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:54	465/465	---M--	200	added ('OK')	application/xml	date:Thu,%2024%20Jan%202019%2016:49:17%20GMT	http://mixdesign.club/themeforest/imbue/img/favicon/browserconfig.xml	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/img/favicon/browserconfig.xml	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
07:41:54	22592/22592	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Feb%202019%2019:14:09%20GMT	http://mixdesign.club/themeforest/imbue/	C:/My%20Web%20Sites/Landing%20Page%201/mixdesign.club/themeforest/imbue/index.html	(from http://mixdesign.club/themeforest/imbue/index-fullscreen-video.html)
